ReportId,RepCode,Name - Native,Name - English,Dir,PPA_Cutoff,Top_Cutoff,Type,Restrictions?,Region,SubRegionID,Country,NewCode,Keywords,Name_Native_Letter,Name_Native_Companies,Name_Native_Industry,Name_Native_Descriptive,Sect_Primary,Sect_Secondary,UK_Assoc1 to 20,PW_Assoc1 to 20,FR_Assoc1 to 20,IT_Assoc1 to 20,SP_Assoc1 to 20,NO_Assoc1 to 20,GE_Assoc1 to 20,RU_Assoc1 to 20,MultiCountry,Date_Last_Edited,Marketing_Description_Native,Marketing_Description_English,Report_Definition_Native,Report_Definition_English,Top3_1,Top3_2,Top3_3,Top20_1,Top20_2,Top20_3,Top20_4,Top20_5,Top20_6,Top20_7,Top20_8,Top20_9,Top20_10,Top20_11,Top20_12,Top20_13,Top20_14,Top20_15,Top20_16,Top20_17,Top20_18,Top20_19,Top20_20,AT_Assoc1 to 20
6430,SPCL29,ESPECIAS Y CONDIMENTOS (SELECCIÓN DOSCADESA),CONDIMENTS & SEASONINGS (BESPOKE DOSCADESA),H:\SPCL29\,3000,25,Private,True,4,,133,,especias; condimentos,Especias y condimentos (selección Doscadesa),de las especias y los condimentos,,,Food,Prod,,,,,,,,,,18/05/2011 00:00:00,,,Selección de empresas dedicadas a la producción y comercialización de especias y condimentos de Doscadesa.,Companies manufacturing condiments and food dressings selected by Doscadesa.,,,,,,,,,,,,,,,,,,,,,,,,,
14199,SPCETA,CONSULTORES CTAIMA,CONSULTANTS (CTAIMA),H:\ctaima\,3000,10,Private,True,4,,133,,,Consultores Ctaima,de consultores Ctaima,,,,,,,,,,,,,,20/02/2015 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19530,SPCSAE,Consultoras y Servicios Profesionales (SAE),CONSULTING & PROFESSIONAL SERVICES,H:\sae\,100,100,Private,True,4,,,SPINFSUM4A,Consultoras y Servicios Profesionales; SAE; consultoras ,Consultoras y servicios profesionales (SAE),de consultoras y Servicios Profesionales (SAE),,Consultoras y Servicios Profesionales (SAE),Info,Inte,,,,,,,,,,17/08/2017 11:56:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27525,SPBKGH,SERVICIOS TÉCNICOS DE INGENIERÍA - GHENOVA,CONSULTING ENGINEERS - BESPOKE GHENOVA,H:\ghenova\,3000,500,Private,True,4,,,SPENGSUP50A,,Servicios técnicos de ingeniería - Ghenova,de los servicios técnicos de ingeniería,,,Engi,Cons,,,,,,,,,,07/08/2023 00:00:00,,,Privado para Ghenova Ingeniería con las cuentas de Ingemat consolidadas,,,,,,,,,,,,,,,,,,,,,,,,,,
6439,SPCL45,CONSULTORÍA Y SERVICIOS DE INGENIERÍA (Altran),CONSULTING ENGINEERS (Altran),H:\SPCL45\,3000,100,Private,True,4,,133,,,Consultoría y servicios de ingeniería ( Altran ),de consultoría y servicios de ingeniería ( altran ),,,,,,,,,,,,,,20/02/2012 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28826,SPADI1,UTENSILIOS Y MENAJE DE COCINA - SELECCIÓN ADI,COOKWARE & KITCHENWARE - BESPOKE ADI,H:\adihogar\,500,50,Private,True,4,,,SPFURRSP85A,,Utensilios y menaje de cocina - Selección ADI,de los utensilios y el menaje de cocina,,,Aero,Acco,,,,,,,,,,05/12/2023 00:00:00,,,Fabricantes y distribuidores de utensilios y menaje de cocina - Selección ADI Hogar y Hostelería.,Manufacturers and distributors of cookware and kitchenware - Bespoke ADI Hogar y Hostelería.,,,,,,,,,,,,,,,,,,,,,,,,,
27031,SPDTR1,FABRICANTES DE DETERGENTES,DETERGENT MANUFACTURERS,H:\deterbes\,1000,100,Private,True,4,,,SPCHEPSP11A,,Fabricantes de detergentes,de fabricantes de detergentes,,FABRICANTES DE DETERGENTES,Clea,Chem,,,,,,,,,,08/12/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14036,SPDIGI,IMPRESIÓN DIGITAL Y SERIGRAFÍA,DIGITAL PRINTING,H:\digitalp\,3000,100,Private,True,4,,133,SPPRIPPN44B,impresión; impresión; impresión digital; digital; impresoras; diseño; impresión digital; carteles; tarjetas de visita,Impresión digital y serigrafía,de la impresión digital y la serigrafía,,,Aero,Acco,,,,,,,,,,17/03/2015 00:00:00,,,,,,,,1288,,,,,,,,,,,,,,,,,,,,,
6496,SPCL55,DISTRIBUCIÓN DE PRODUCTOS Y EQUIPOS DE LIMPIEZA INDUSTRIAL (SELECCIÓN DIS DINO),DISTRIBUTORS OF PRODUCTS AND EQUIPMENTS FOR INDUSTRIAL CLEANING (BESPOKE DIS DINO),H:\SPCL55\,3000,100,Private,True,4,,133,,,Distribución de productos y equipos de limpieza industrial (selección DIS Dino),de la distribución de productos y equipos de limpieza industrial,,,Aero,Acco,,,,,,,,,,30/01/2020 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14192,SPTIME,DISTRIBUIDORES; FABRICANTES Y AGENTES DE PRODUCTOS DE MADERA,DISTRIBUTORS; MANUFACTURERS AND AGENTS OF WOOD PRODUCTS,H:\timbert2\,3000,100,Private,True,4,,133,SPENGMAM76B,madera; productos de la madera; transformación de la madera; AEIM; Asociación Española del Comercio y la Industria de la Madera; distribuidores de madera; transformadores de madera,Distribuidores; fabricantes y agentes de productos de madera,del comercio de la madera,,,Aero,Acco,,,,,,,,,,24/10/2015 00:00:00,Las empresas analizadas en el informe son distribuidores; fabricantes y agentes de productos de madera asociados a AEIM.,The companies analysed in the report are distributors; manufacturers and agents of wood products associated to AEIM.,Miembros de AEIM - Asociación Española del Comercio y la Industria de la Madera;,Members of AEIM.,15126,14192,,6295,,,,,,,,,,,,,,,,,,,,,
28938,SPECUS,ECU MADRID - UNICONTROL,ECU MADRID - BESPOKE UNICONTROL,H:\ecumad\,500,50,Private,True,4,,,SPENGCYP1A,,ECU Madrid - Unicontrol,de las entidades de colaboración urbanística de Madrid,,,Engi,Cons,,,,,,,,,,23/01/2024 09:23:05,,,Entidades de colaboración urbanística en Madrid - Selección Unicontrol.,Urban planning entitites in Madrid - Bespoke for Unicontrol.,,,,,,,,,,,,,,,,,,,,,,,,,
14045,SPASSO,FABRICANTES DE CABLES Y CONDUCTORES ELÉCTRICOS Y DE FIBRA ÓPTICA (FACEL),ELECTRIC MATERIAL ASSOCIATION,H:\dismaass\,3000,25,Private,True,4,,133,SPELEETM29B,,Fabricantes de cables y conductores eléctricos y de fibra óptica (Facel),de la fabricación de cables y conductores eléctricos y de fibra óptica,,,Aero,Acco,,,,,,,,,,01/03/2015 00:00:00,,,,,,,,6037,14046,6038,6039,6040,6036,,,,,,,,,,,,,,,,
6494,SPCL67,DISTRIBUIDORES DE MATERIAL ELECTRONICO 3M,ELECTRIC MATERIAL DISTRIBUTORS (>3M),H:\SPCL67\,3000,50,Private,True,4,,133,,,Distribuidores de material electronico 3m,de distribuidores de material electronico 3m,,,,,,,,,,,,,,11/07/2014 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29524,SPBKLC,INSTALACIONES ELÉCTRICAS - COMPETENCIA LEVITEC,ELECTRICAL CONTRACTORS - LEVITEC COMPETITORS,H:\levitec1\,1000,100,Private,True,4,,,SPCONTCN42C,,Instalaciones eléctricas - Competencia Levitec,de las instalaciones eléctricas,,,Buil,Cont,,,,,,,,,,26/11/2024 00:00:00,,,,Eectrical contractors - Levitec main competitors (list provided by customer).,,,,,,,,,,,,,,,,,,,,,,,,,
29525,SPBKL2,INSTALACIONES ELÉCTRICAS - CLIENTES LEVITEC,ELECTRICAL CONTRACTORS - LEVITEC CUSTOMERS,H:\levitec2\,1000,100,Private,True,4,,,SPCONTCP244A,,Instalaciones eléctricas - Clientes Levitec,de las instalaciones eléctricas,,,Buil,Cont,,,,,,,,,,26/11/2024 00:00:00,,,,Eectrical contractors - Levitec main customers (list provided by customer).,,,,,,,,,,,,,,,,,,,,,,,,,
29526,SPBKL3,INSTALACIONES ELÉCTRICAS - PROVEEDORES LEVITEC,ELECTRICAL CONTRACTORS - LEVITEC SUPPLIERS,H:\levitec3\,1000,100,Private,True,4,,,SPCONTCP245A,,Instalaciones eléctricas - Proveedores Levitec,de las instalaciones eléctricas,,,Buil,Cont,,,,,,,,,,26/11/2024 09:32:50,,,,Eectrical contractors - Levitec main suppliers (list provided by customer).,,,,,,,,,,,,,,,,,,,,,,,,,
6451,SPEXAM,Empresas famosas en España,EMPRESAS FAMOSAS DE ESPAÑA,h:\example\,3000,25,Private,True,4,,133,,,Example,Example,,,,,,,,,,,,,,29/03/2013 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28841,SPBKFN,COMERCIALIZACIÓN DE ENERGÍA - SELECCIÓN FENIE,ENERGY TRADERS - BESPOKE FENIE,H:\bkfenie\,1000,100,Private,True,4,,,SPENESPP6A,,Comercialización de energía - Selección Fenie,de la comercialización de energía,,,Ener,Supp,,,,,,,,,,11/12/2023 00:00:00,,,Empresas comercializadoras de luz y gas; excluyendo a Endesa; Iberdrola y Naturgy.,Companies trading electricity and gas; excluding Endesa; Iberdrola and Naturgy.,,,,,,,,,,,,,,,,,,,,,,,,,
26473,SPBGAE,EMPRESAS INFORMÁTICAS DE EXTREMADURA - SELECCIÓN GAE,EXTREMADURA IT COMPANIES - BESPOKE GAE,H:\gaeinfor\,1000,100,Private,True,4,,,SPINFSOP53A,,Empresas informáticas de Extremadura - Selección GAE,informático,,,Info,Soft,,,,,,,,,,21/03/2022 16:02:19,,,Empresas informáticas en Extremadura - Personalizado para GAE Informática,IT companies in Extremadura - Bespoke for GAE Informática.,,,,,,,,,,,,,,,,,,,,,,,,,
28750,SPGROW,FASTEST 500 - ESPAÑA 2023,FASTEST 500 - SPAIN 2023,H:\fastgrow\,1000,100,Private,True,4,,,SPINFSUP119A,,Fastest 500 - España 2023,de las empresas que más crecieron en España en 2023,,,Aero,Acco,,,,,,,,,,15/11/2023 00:00:00,,,Las empresas con un índice de crecimiento por encima del 20% en los dos últimos ejercicios; basado en las cuentas de 2023/2022 y seleccionadas entre los sectores incluidos en la lista Informa e informes editados en los últimos tres años; salud financiera sólida o buena y ventas por encima de 10 millones en el último ejercicio.,Companies with a growth rate above 20% in the last two years; based on the 2023/2022 accounts and selected from the sectors included in the Informa list + reports edited or reedited in the last three years; strong or good rating and latest sales above 10 million.,,,,,,,,,,,,,,,,,,,,,,,,,
26640,SP4776,VENTA DE FLORES; PLANTAS; SEMILLAS Y ALIMENTOS PARA MASCOTAS - SELECCIÓN MANICA COBRE,FLOWERS; PLANTS; SEEDS AND PET FOOD RETAIL - BESPOKE MANICA COBRE,H:\mc4776\,2000,100,Private,True,4,,,SPAGRRTP5A,,Venta de flores; plantas; semillas y alimentos para mascotas - Selección Manica Cobre,de la venta de flores; plantas; semillas y alimentos para mascotas,,,Agri,Reta,,,,,,,,,,24/05/2022 00:00:00,,,Selección Manica Cobre: compañías españolas registradas bajo el epígrafe 4776 con más de 1 millón de euros de facturación en el último ejercicio.,Bespoke Manica Cobre: Spanish companies registered under the activity code 4776 with sales over 1 million in the last exercise.,,,,,,,,,,,,,,,,,,,,,,,,,
14070,SPFLUI,EQUIPOS PARA LA MANIPULACION DE FLUIDOS,FLUID CONTROL,H:\fluids\,3000,100,Private,True,4,,133,SPENEPDM10A,,Equipos para la manipulacion de fluidos,de equipos para la manipulacion de fluidos,,,Aero,Acco,,,,,,,,,,10/03/2015 00:00:00,,,,,6104,,,14071,14151,,,,,,,,,,,,,,,,,,,,
14196,SPFUND,FEDERACIÓN ESPAÑOLA DE ASOCIACIONES DE FUNDIDORES,FOUNDRIES,H:\fundi\,3000,100,Private,True,4,,133,SPENGMAM9B,fundición; hierro; metales ligeros; zinc; cobre; estaño; aluminio; aleaciones; cast; casting; aeronáutica; automoción; federación española de asociaciones de fundidores; feaf; metales; metalurgia; industria metalúrgica; suministros para la fundición,Federación Española de Asociaciones Fundidores,de la fundición,,,Aero,Acco,,,,,,,,,,24/11/2015 00:00:00,Las empresas analizadas en el informe están asociadas a la FEAF; Federación Española de Asociaciones de Fundidores.,The companies analysed in the report are members of the FEAF; the Spanish Federation of Foundry Associations.,Empresas asociadas a la FEAF (fundiciones y cadena de suministro).,Members of FEAF (foundries and supply chain).,5937,6297,6247,16741,13903,5094,1111,9484,16213,9663,14872,14165,,,,,,,,,,,,,
6474,SPTI57,FRIMASUR,FRIMASUR,H:\motosrec\,3000,100,Private,True,4,,133,SPAUTDLM1A,,FRIMASUR,FRIMASUR,,,,,,,,,,,,,,11/02/2014 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,SPCL63,MÁQUINAS RECREATIVAS Y DE AZAR (<1M)( J.A.Robles Fernandez ),GAMING ( J.A.Robles Fernandez ),H:\SPCL63\,3000,20,Private,True,4,,133,,,Máquinas recreativas y de azar (<1M)  ( J.A.Robles Fernandez ),de máquinas recreativas y de azar (<1M) ( J.A.Robles Fernandez ),,,,,,,,,,,,,,07/05/2013 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6444,SPCL61,MÁQUINAS RECREATIVAS Y DE AZAR (<1M) Francisco Muñoz,GAMING (Francisco Muñoz),H:\SPCL61\,3000,20,Private,True,4,,133,,,Máquinas recreativas y de azar (<1M)  Francisco Muñoz,de máquinas recreativas y de azar (<1M) Francisco Muñoz,,,,,,,,,,,,,,07/05/2013 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6445,SPCL62,MÁQUINAS RECREATIVAS Y DE AZAR (>1M) Jordi Cano Quilez,GAMING (Jordi Cano Quilez),H:\SPCL62\,3000,20,Private,True,4,,133,,,Máquinas recreativas y de azar (<1M)  Jordi Cano Quilez,de máquinas recreativas y de azar (<1M) Jordi Cano Quilez,,,,,,,,,,,,,,07/05/2013 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29012,SPCTGR,EMPRESAS EN CRECIMIENTO - CATALUÑA,GROWING COMPANIES - CATALUÑA,H:\growcat\,2000,200,Private,True,4,,,SPINFSUP125A,,Empresas en crecimiento - Cataluña,de las empresas en crecimiento en Cataluña,,,Aero,Acco,,,,,,,,,,27/02/2024 12:11:22,,,Empresas catalanas con ventas por encima de 2 millones de euros; crecimiento superior al 5% en los últimos tres ejercicios y últimas cuentas disponibles 2021 o 2022. Privado para Develoop.,Catalan companies with sales above 2 million euros; growth of more than 5% in the last three years and latest accounts available in 2021 or 2022. Private for Develoop.,,,,,,,,,,,,,,,,,,,,,,,,,
14206,SPTYM3,PRINCIPALES FABRICANTES DE MÁQUINAS DE GIMNASIO TECHNOGYM,GYM MACHINES TECHNOGYM,H:\SPTYM3\,3000,20,Private,True,4,,133,,,Principales fabricantes de máquinas de gimnasio,de fabricantes de máquinas de gimnasio,,,,,,,,,,,,,,16/07/2014 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27400,SPARVF,FABRICANTES DE FERRETERÍA - SELECCIÓN ARVET,HARDWARE MANUFACTURERS - BESPOKE ARVET,H:\arvetfer\,1000,100,Private,True,4,,,SPCONPSP192A,,Fabricantes de ferretería - Selección ARVET,de la fabricación de artículos de ferretería,,,Buil,Mana,,,,,,,,,,02/06/2023 12:29:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23603,SPCXCN,ALIMENTOS DIETÉTICOS Y COMPLEMENTOS NUTRICIONALES (CIEN POR CIEN NATURAL),HEALTH FOODS & PRODUCTS (BESPOKE CIEN POR CIEN NATURAL),H:\cxcnatur\,3000,100,Private,True,4,,,SPFOOGMP10X,vitaminas; suplementos; nutrición; minerales; salud; creatina; comida; orgánico; aromaterapia; aminoácido; dietéticos; complementos alimenticios,Alimentos dietéticos y complementos nutricionales (selección Cien por Cien Natural),de los alimentos dietéticos y los complementos nutricionales,,,Food,Gene,,,,,,,,,,16/01/2020 00:00:00,Las empresas analizadas en el informe se dedican a la fabricación y distribución de alimentos dietéticos y suplementos alimenticios.,The companies analysed in the report include manufacturers and suppliers of health foods and food supplements.,Informe personalizado para Cien por Cien Natural. Las empresas analizadas en el informe se dedican a la fabricación y distribución de alimentos dietéticos y suplementos alimenticios.,Bespoke report for Cien por Cien Natural. The companies analysed in the report include manufacturers and suppliers of health foods and food supplements.,16385,,,695,698,5084,5132,23006,11601,18053,9984,,,,,,,,,,,,,,
29239,SPPRIM,TECNOLOGÍA SANITARIA - PRIM,HEALTH TECHNOLOGY - PRIM,H:\bkprim\,1000,100,Private,True,4,,,SPHEAEPP53A,,Tecnología sanitaria - Prim,de la tecnología sanitaria,,,Heal,Supp,,,,,,,,,,13/06/2024 12:26:07,,,Duplicado de SPFENI con cuentas consolidadas de Prim SA a 31/12/2023.,Duplicate of SPFENI with consolidated accounts for Prim SA up to 31/12/2023.,,,,,,,,,,,,,,,,,,,,,,,,,
23331,SPMOZO,TECNOLOGÍA SANITARIA (SELECCIÓN MOZO GRAU),HEALTH TECHNOLOGY (BESPOKE MOZO GRAU),H:\mozograu\,1000,100,Private,True,4,,,SPHEAEPP8A,implante; implantes; implantología; odontología; prótesis; prótesis dental; artículos odontología; suministros dentales; CAD-CAM; tecnología sanitaria; tecnología de la salud; cuidado de la salud; productos sanitarios,Tecnología sanitaria (selección Mozo Grau),de la tecnología sanitaria,,,Heal,PrEq,,,,,,,,,,07/10/2019 00:00:00,Compañías de tecnología sanitaria; especialmente aquellas dedicadas a la fabricación y/o distribución de implantes y prótesis dentales.,Health technology companies; with special attention to those manufacturing and/or distributing dental implants and prosthesis.,Combina SPFENI; TECNOLOGÍAS SANITARIAS; y SPIMPL; IMPLANTES Y PRÓTESIS DENTALES.,Combines SPFENI; HEALTH TECHNOLOGY; and SPIMPL; DENTAL IMPLANTS & PROSTHESIS.,,,,,,,,,,,,,,,,,,,,,,,,,
23256,SPSD19,FABRICANTES Y DISTRIBUIDORES DE COLAS; PEGAMENTOS Y ADHESIVOS INDUSTRIALES (SELECCIÓN SOUDAL),INDUSTRIAL GLUE & ADHESIVES (BESPOKE SOUDAL),H:\soudal\,3000,50,Private,True,4,,,SPCHECHP2B,adhesivos; selladores; colas; silicona; pegamento; productos químicos; cola industrial; pegamento industrial; adhesivos industriales,Fabricantes y distribuidores de colas; pegamentos y adhesivos industriales (selección Soudal),de la fabricación y distribución de colas; pegamentos y adhesivos industriales,,,Chem,Chem,,,,,,,,,,10/09/2019 00:00:00,,,Empresas dedicadas a la fabricación y distribución de colas; pegamentos y adhesivos de uso industrial. Selección de Soudal Química.,Companies manufacturing and supplying adhesives and glue for industrial purposes. Selection by Soudal Química.,5916,5988,16874,22720,16568,4064,10268,10269,19703,,,,,,,,,,,,,,,,
6448,SPCL42,DISTRIBUCIÓN DE ACERO INOXIDABLE  Y ALUMINIOS (ALACERMAS),INOX TRADERS ( ALACERMAS ),H:\SPCL42\,3000,10,Private,True,4,,133,,,Distribución de acero inoxidable y aluminios (Alacermas ),de distribución de acero inoxidable y aluminios ( alacermas ),,,,,,,,,,,,,,10/01/2012 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14201,SPINSU,TOP 22 CORREDURÍAS,INSURANCE BROKERAGE,H:\insuran\,3000,22,Private,True,4,,133,,,Top22 Corredurías,del Top 22 corredurías,,,,,,,,,,,,,,28/03/2015 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6460,SPCL15,INSURANCE BROKERAGE E2000,INSURANCE BROKERAGE E2000,H:\SPCL15\,2450,100,Private,True,4,,133,,,INSURANCE BROKERAGE E2000,INSURANCE BROKERAGE E2000,,,Fina,Cara,,,,,,,,,,29/03/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6453,SPCL28,CONSULTORÍA Y SERVICIOS INFORMATICOS  (Adesis Netlife SL. ),IT CONSULTANTS ( Adesis Netlife SL),H:\SPCL28\,3000,10,Private,True,4,,133,,,Consultoría y servicios informáticos ( Adesis Netlife SL),de consultoría y servicios informáticos ( Adesis Netlife SL),,,,,,,,,,,,,,17/05/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6454,SPCL26,CONSULTORÍA Y SERVICIOS INFORMÁTICOS (>15M),IT CONSULTANTS (>15M),H:\SPCL26\,3000,100,Private,True,4,,133,,,Consultoría y servicios informáticos (>15M),de consultoría y servicios informáticos (>15 M),,,,,,,,,,,,,,26/04/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6455,SPCL25,CONSULTORÍA Y SERVICIOS INFORMÁTICOS (2;5M>15M),IT CONSULTANTS (3;5M>15M),H:\SPCL25\,3000,100,Private,True,4,,133,,,Consultoría y servicios informáticos (2;5M>15M),de consultoría y servicios informáticos (2;5M>15M),,,,,,,,,,,,,,26/04/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24001,SPUBSS,ETIQUETADO; CODIFICACIÓN Y MARCAJE (UBS SYSTEMS),LABELLING; CODING AND MARKING (BESPOKE UBS SYSTEMS),H:\ubsystem\,1000,100,Private,True,4,,,SPELEETP36A,etiquetado; marcaje; codificación; barcode; código de barras; etiqueta; impresión de eqtietas; impresora; scanner;mbol;labels;barcode scanners;rfid;barcode scanner;data collection;barcoding,Etiquetado; codificación y marcaje (UBS Systems),del etiquetado; la codificación y el marcaje,,,Elec,ElEl,,,,,,,,,,09/06/2020 00:00:00,,,,,13996,6124,6123,530,4854,,,,,,,,,,,,,,,,,,,,
24851,SPBKSG,MATERIAL DE LABORATORIO - SELECCIÓN SIGNATUS CAPITAL,LABORATORY EQUIPMENT - BESPOKE SIGNATUS CAPITAL,H:\signatus\,1000,10,Private,True,4,,,SPPROPDP26A,,Material de laboratorio - Selección Signatus Capital,del material de laboratorio,,,Proc,PrEq,,,,,,,,,,24/06/2021 00:00:00,,,Empresas fabricantes y distribuidoras de todo tipo de equipos y materiales para laboratorio - Selección Signatus Capital.,Companies manufacturing and distributing all types of equipment and supplies for laboratories - Bespoke for Signatus Capital.,,,,,,,,,,,,,,,,,,,,,,,,,
29261,SPLENZ,SELECCIÓN LENZE,LENZE - BESPOKE ANALYSIS,H:\lenze\,1000,100,Private,True,4,,,SPMETPDP39A,,Selección Lenze,de los reductores y motorreductores (selección Lenze),,,Engi,Prod,,,,,,,,,,25/06/2024 10:29:23,,,Informe privado - Lista de empresas proporcionada por Lenze.,Private report - List of companies provided by Lenze.,,,,,,,,,,,,,,,,,,,,,,,,,
6456,SPCL46,ASCENSORES  ( SERVIELEVA ),LIFTS ( Servieleva ),H:\SPCL46\,3000,100,Private,True,4,,133,,,Ascensores (Servieleva),de ascensores ( servieleva),,,,,,,,,,,,,,23/02/2012 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26975,SPALUM,FABRICANTES DE ILUMINACIÓN - ANFALUM,LIGHTING MANUFACTURERS - ANFALUM,H:\anfalum\,1000,100,Private,True,4,,,SPELEELN79B,Las empresas analizadas en el informe se dedican a la fabricación de lámparas e iluminación de interior o exterior y están asociadas a ANFALUM.,Fabricantes de iluminación - ANFALUM,de la fabricación de iluminación,,,Elec,Elec,,,,,,,,,,20/11/2022 00:00:00,The companies analysed in the report manufacture lamps and lights for both interior and exterior use and members of ANFALUM.,Fabricantes de lámparas e iluminación interior y exterior asociadas a ANFALUM.,Manufacturers of interior and exterior lighting members of ANFALUM.,,,,,,,,,,,,,,,,,,,,,,,,,,
6447,SPCL64,LILC BESPOKE,LILC BESPOKE,H:\SPCL64\,3000,20,Private,True,4,,133,,,LILC BESPOKE,LILC BESPOKE,,,Agri,Air,,,,,,,,,,07/05/2013 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27231,SPBKLR,OPERADORES LOGÍSTICOS - REYCO,LOGISTICS - BESPOKE REYCO,H:\logreyco\,3000,100,Private,True,4,,,SPTRARRP90A,,Operadores logísticos - Reyco,de los operadores logísticos,,,Aero,Acco,,,,,,,,,,15/03/2023 00:00:00,,,,SPSD85 with consolidated accounts for Reyco,,,,,,,,,,,,,,,,,,,,,,,,,
14756,SPMACY,ALQUILER DE MAQUINARIA Y EQUIPOS SIN OPERADOR (ASEAMAC),MACHINE HIRE ASSOCIACION,H:\machir\,3000,100,Private,True,4,,133,SPCONTCM62A,alquiler de maquinaría; alquiladores de maquinaría; maquinaria; maquinaria para la construcción; aseamac; equipos de construcción; equipos industriales; encofrado,Alquiler de maquinaria y equipos sin operador (ASEAMAC),del alquiler de maquinaria y equipos sin operador,,,Aero,Acco,,,,,,,,,,30/01/2016 00:00:00,Las empresas analizadas en el informe prestan servicios de alquiler de maquinaria y equipos para la construcción sin operador y están asociadas a ASEAMAC.,The companies analysed in the report rent non-operated construction machinery and equipment and are associated to ASEAMAC.,Empresas que alquilan maquinaria y equipos para la construcción sin operador y están asociadas a ASEAMAC.,Companies providing construction machinery and equipment rental (without operator for construction) and are members of ASEAMAC.,6138,6042,6016,9436,11229,5331,22069,14769,237,23732,6016,14923,13970,9360,421,14796,16391,,,,,,,,
14203,SPMADD,MADESPA,MADESPA BESPOKE,H:\madespa\,3000,5,Private,True,4,,133,,,Madespa,Madespa,,Madespa,Chem,Chem,,,,,,,,,,18/03/2014 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14204,SPMAN0,SERNA,MANUEL SERNA,H:\manuel\,3000,25,Private,True,4,,133,,,SERNA,de servicios de impresión,,,Aero,Acco,,,,,,,,,,23/03/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16394,SPMEAD,REDONDO IGLESIAS,MEAT BESPOKE,H:\meatbes\,3000,100,Private,True,4,,133,,,Redondo Iglesias,de Redondo Iglesias,,,,,,,,,,,,,,26/04/2016 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6459,SPCL57,FABRICANTES DE INSTRUMENTAL MÉDICO Y QUIRÚRGICO ( IMPLANTES),MEDICAL & SURGICAL INSTRUMENTS ( phibo),H:\SPCL57\,3000,100,Private,True,4,,133,,,Fabricantes de instrumental médico y quirúrgico ( implantes ),de fabricantes de instrumental médico y quirúrgico ( implantes),,,,,,,,,,,,,,18/03/2013 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14110,SPPROF,ASOCIACIÓN PARA LA CONSTRUCCIÓN DE ESTRUCTURAS METÁLICAS - ASCEM,METAL PROFILES ASSOCIATION (ASCEM),H:\profils\,3000,100,Private,True,4,,133,SPCONPSM4G,estructura metálica; construcción; perfiles metálicos; ASCEM,Asociación para la Construcción de Estructuras Metálicas - ASCEM,de la construcción de estructuras metálicas,,,Buil,Prod,,,,,,,,,,22/07/2024 00:00:00,Fabricantes y montadores de estructuras metálicas asociados a ASCEM.,Manufacturers and assembly operators of metallic profiles associated to ASCEM.,Las compañías analizadas en el informe son fabricantes y montadoras de estructuras metálicas asociadas a ASCEM. Excluye a empresas de servicios auxiliares (desarrollo de software; suministro de materiales; etcétera).,The companies analysed in the report are manufacturers and assembly operators of metal profiles and members of the Spanish association ASCEM. The report excludes auxiliary services companies (software development or supply of materials; among others).,,,,,,,,,,,,,,,,,,,,,,,,,
6318,SPRG02,METAL STAMPING SAMPLE,METAL STAMPING SAMPLE,H:\SPRG02\,3000,100,Private,True,4,,133,,,METAL STAMPING SAMPLE,METAL STAMPING SAMPLE,,,Aero,Acco,,,,,,,,,,25/03/2010 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
